time,open,high,low,close,volume
2024-01-01,101.7359981808316,102.7587596416418,101.03599009068216,101.77970364629059,113304
2024-01-02,102.67826136748123,102.48633755869018,101.28678795956306,102.18779843288476,173041
2024-01-03,103.11413007055941,103.44137777106621,102.91172424295524,103.19285966617231,156131
2024-01-04,105.90828468657634,105.63724734802852,105.13138166989454,105.5314057408828,159165
2024-01-05,107.10931921396072,107.53844978822372,107.11833832885193,107.52078452159297,177979
2024-01-06,106.23156585934021,107.46484300427359,105.6778522607536,106.47512549768136,150209
2024-01-07,107.38813949405035,108.21165787992186,107.23593147139407,107.49155417233365,186451
2024-01-08,107.22145041167624,108.17167764084134,107.14453284085019,107.32898102091089,103958
2024-01-09,107.40200880846473,107.52032053585103,106.73653177120406,107.21825443424589,199739
2024-01-10,107.4922204951621,108.29072166448434,107.331607172902,107.65939602136028,173784
2024-01-11,108.04505606288508,107.88353730678998,106.90981593970986,107.81458420254602,106421
2024-01-12,109.54622158062789,109.92520677614829,109.13388432351684,109.39395952043152,194887
2024-01-13,110.11851047255941,111.30715442015445,109.67588258913567,110.2296648041374,120202
2024-01-14,110.28855623362273,111.33121349196217,109.32359667303434,110.36386839653227,184509
2024-01-15,110.98178128291725,111.22968730885236,110.1520047872897,110.85482180537471,192401
2024-01-16,110.74711168539766,112.29484330724551,110.26068815883367,111.22533369415335,193085
2024-01-17,113.26360038060938,113.16119466807743,111.83811142802513,112.89960444829117,133725
2024-01-18,112.84107590415213,113.7377996243179,111.82234561546151,112.6682190143343,142554
2024-01-19,113.27731518051323,114.08545873127792,112.23082930972197,113.0214995331479,105912
2024-01-20,112.10167437860649,112.95588715726797,110.97559325153733,112.06029835343251,120594
2024-01-21,108.8101228904716,109.92429435242029,108.14938076161934,109.23562063579826,144304
2024-01-22,109.84752823564186,110.91324003481255,109.45515670347476,109.9519434243829,106592
2024-01-23,110.80158089311362,111.23150638992612,110.82792855650625,110.90652776672634,120324
2024-01-24,109.88945773878902,111.02103713671363,109.76413858576538,110.08646518525165,163458
2024-01-25,112.0843902082464,113.30954467722827,112.44215836548982,112.61373068343654,114971
2024-01-26,111.25109081118325,111.00245891666293,110.52440881621345,110.98776762373281,126637
2024-01-27,110.60527586137479,111.42412871949881,110.89278381477278,111.03856560189786,199073
2024-01-28,110.94873602103071,110.99509961561048,110.1613644634934,110.83091374579075,161179
2024-01-29,112.77149975107702,113.64777132329792,112.11197022247053,112.54279310447582,104354
2024-01-30,114.36259696097122,114.75499962281816,113.1860510945331,114.20865930861727,134626
2024-01-31,114.91095321082626,114.95470474996549,113.27874056788333,114.38575985707635,143155
2024-02-01,114.36365320014953,115.55337972032605,114.19121430166572,114.81914285818337,110740
2024-02-02,114.22215836332953,114.22377147908317,113.49154526755214,113.80430632485717,185754
2024-02-03,111.04696076607213,111.72499655093601,110.91148900622068,111.57225383231382,171116
2024-02-04,111.22357709435715,112.09882446123075,110.18769317921229,111.18475487479648,169278
2024-02-05,111.25209397112206,111.5701392773064,110.90579398281466,111.3587270592629,199879
2024-02-06,112.76448969489437,113.31367231595608,112.11482775004252,112.73722548167208,197749
2024-02-07,113.94701492650292,114.35688506353249,113.7909788772505,114.10093723110334,134074
2024-02-08,113.30814730561382,113.77105837406694,113.14219135106218,113.65984848124377,103313
2024-02-09,112.77185605890475,114.2937780441387,112.86156165660579,113.31677046140427,150112
2024-02-10,112.15514402651742,113.22577301372776,111.85623384881495,112.13479177061592,176033
2024-02-11,110.93266254275778,111.61594836551741,109.9944559490422,110.55371000402428,119876
2024-02-12,108.54557376744725,109.66864197517312,108.34603460348376,108.68336693548078,116138
2024-02-13,110.51721593569961,111.68218323640156,110.41093684453391,110.82435030885527,155584
2024-02-14,109.7984589776962,110.62829752399969,109.68213095929697,110.26096845301862,175262
2024-02-15,109.3237584249001,109.86803224125873,108.95500423656848,109.77899994638729,172988
2024-02-16,108.11023230721092,108.85377216126263,108.05070972829098,108.41227275175207,139471
2024-02-17,108.82143449003219,109.51218836997523,108.2487313679326,109.258452939043,114929
2024-02-18,107.25668182669263,107.6517224794182,106.58221345680822,107.50928596929228,129092
2024-02-19,106.8153751391662,107.33813064095747,107.2285781800621,107.28081352569272,131943
2024-02-20,105.86256993150528,107.09592224639174,106.05475412690764,106.32443811564605,191445
2024-02-21,107.11688395912238,106.74880413555009,106.26041694578112,106.73660685396409,142694
2024-02-22,105.83397701909784,107.01108203637904,106.08167364572044,106.19278091038389,121129
2024-02-23,105.00904132671931,105.1006220105647,104.5806937573202,104.94640678632396,123314
2024-02-24,105.20373561915551,105.00026676951143,104.14034781985887,104.91683471755992,166717
2024-02-25,105.32126076247738,105.46160297895783,104.65015178730394,105.36719077892793,162133
2024-02-26,105.07182292170204,106.14589049512354,104.78107607682306,105.43730142277863,145610
2024-02-27,105.43900522087341,106.01619470495159,105.00527102637166,105.75670243495456,102514
2024-02-28,105.01756190263427,105.52992391350155,104.87263727309062,105.08798745152804,176573
2024-02-29,104.73704380869938,105.29108742432389,104.34969711789822,104.7074806052487,180273
2024-03-01,103.84913564875279,104.90074886572032,103.30239546093081,104.00572636662318,151235
2024-03-02,103.92414615273039,104.3858956930075,102.72126951378871,103.63244196936161,120368
2024-03-03,103.05120860103095,103.07105411503207,102.23431154113499,102.79317547703664,119991
2024-03-04,101.4655322299092,101.16674566936607,100.74828097242556,101.03390346485736,173356
2024-03-05,100.73656036506912,101.26936933364959,101.18272103439406,101.21332314378301,137219
2024-03-06,101.20636957800632,101.11151713893206,100.09141046715798,100.80748314630819,172557
2024-03-07,99.07089622966362,99.43740583911075,99.16962450674326,99.17744375906625,106932
2024-03-08,100.01448387021068,100.09197001918226,99.26615499431715,99.63748303930106,112369
2024-03-09,98.92593867866665,99.41221777651616,98.21372292767822,98.73756244118084,184908
2024-03-10,99.27031168996328,99.47606586745256,97.87792193175387,98.7888653823947,167622
2024-03-11,99.76977426934941,99.79389233189389,99.42270014927675,99.5117577441241,189034
2024-03-12,99.50522572117256,100.01875367307778,99.23571200223763,99.64019371823112,112837
2024-03-13,100.78305870311577,100.96455475550545,100.75748389058158,100.78198721640537,133130
2024-03-14,99.42210866971436,100.33011615003744,99.20410463637079,99.54515727959077,104648
2024-03-15,99.81145983429835,100.00329334216832,99.32457767929455,99.94647569327387,177595
2024-03-16,99.02703372764483,99.9562402944204,98.98735532920327,99.26437037091942,179492
2024-03-17,98.39976633073059,99.1699970387236,98.19732993273804,98.40373171046,199763
2024-03-18,98.01357412484657,98.59635010920252,97.72256830852041,97.83576745481601,198846
2024-03-19,97.31426875078175,97.78445051447012,96.96853882812083,97.53143197260405,150951
2024-03-20,97.61001755899144,97.95101635582948,96.90773846058958,97.58622622140129,172664
2024-03-21,96.08673994325451,97.02257275911226,95.80765720921606,96.45579883702017,146680
2024-03-22,96.99755573671277,97.59415743986554,96.40511026555716,97.32862363725484,165775
2024-03-23,97.33975746055538,98.14553399906731,97.78026008375325,97.78290336478248,114223
2024-03-24,96.74547708540402,96.48194732622488,95.66899953312695,96.29219942577151,127018
2024-03-25,97.25108016577411,98.18543183631351,97.14918786916994,97.73598714886245,172851
2024-03-26,99.2864741130153,99.65106658399637,99.0202060906149,99.6066297742524,135661
2024-03-27,100.90147575306878,101.59381596216869,99.81736567255591,100.7877199260476,171653
2024-03-28,100.18537126297629,100.68396404768386,100.58956682146867,100.60654082842613,142898
2024-03-29,99.91516129049589,100.05146322692187,98.84179638251763,99.535040451655,140391
2024-03-30,100.8110586283575,100.89876311487392,99.77166188644324,100.59014239884736,112448
2024-03-31,100.6526572613558,100.76401631924915,99.67465019845517,100.18540259082751,103436
2024-04-01,101.42537420625239,102.39066497485794,101.07893115800736,101.41763041517157,189383
